pokedex_number,name,generation,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,release_date,speed_class,strength_category
343,Baltoy,3,Clay Doll Pokémon,2,Ground,Psychic,0.5,21.5,1,Levitate,None,None,300.0,40.0,40.0,55.0,40.0,70.0,55.0,255.0,2002-01-01,Slow,weak
344,Claydol,3,Clay Doll Pokémon,2,Ground,Psychic,1.5,108.0,1,Levitate,None,None,500.0,60.0,70.0,105.0,70.0,120.0,75.0,90.0,2002-01-01,Fast,Strong
345,Lileep,3,Sea Lily Pokémon,2,Rock,Grass,1.0,23.8,2,Suction Cups,None,Storm Drain,355.0,66.0,41.0,77.0,61.0,87.0,23.0,45.0,2002-01-01,Slow,weak
346,Cradily,3,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,2,Suction Cups,None,Storm Drain,495.0,86.0,81.0,97.0,81.0,107.0,43.0,45.0,2002-01-01,Slow,Strong
347,Anorith,3,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,2,Battle Armor,None,Swift Swim,355.0,45.0,95.0,50.0,40.0,50.0,75.0,45.0,2002-01-01,Fast,weak
348,Armaldo,3,Plate Pokémon,2,Rock,Bug,1.5,68.2,2,Battle Armor,None,Swift Swim,495.0,75.0,125.0,100.0,70.0,80.0,45.0,45.0,2002-01-01,Slow,Strong
349,Feebas,3,Fish Pokémon,1,Water,None,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,200.0,20.0,15.0,20.0,10.0,55.0,80.0,255.0,2002-01-01,Fast,weak
350,Milotic,3,Tender Pokémon,1,Water,None,6.2,162.0,3,Marvel Scale,Competitive,Cute Charm,540.0,95.0,60.0,79.0,100.0,125.0,81.0,60.0,2002-01-01,Fast,Strong
351,Castform,3,Weather Pokémon,1,Normal,None,0.3,0.8,1,Forecast,None,None,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,2002-01-01,Fast,weak
351,Castform Sunny Form,3,Weather Pokémon,1,Fire,None,0.3,0.8,1,Forecast,None,None,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,2002-01-01,Fast,weak
351,Castform Rainy Form,3,Weather Pokémon,1,Water,None,0.3,0.8,1,Forecast,None,None,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,2002-01-01,Fast,weak
351,Castform Snowy Form,3,Weather Pokémon,1,Ice,None,0.3,0.8,1,Forecast,None,None,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,2002-01-01,Fast,weak
352,Kecleon,3,Color Swap Pokémon,1,Normal,None,1.0,22.0,2,Color Change,None,Protean,440.0,60.0,90.0,70.0,60.0,120.0,40.0,200.0,2002-01-01,Slow,Strong
353,Shuppet,3,Puppet Pokémon,1,Ghost,None,0.6,2.3,3,Insomnia,Frisk,Cursed Body,295.0,44.0,75.0,35.0,63.0,33.0,45.0,225.0,2002-01-01,Slow,weak
354,Banette,3,Marionette Pokémon,1,Ghost,None,1.1,12.5,3,Insomnia,Frisk,Cursed Body,455.0,64.0,115.0,65.0,83.0,63.0,65.0,45.0,2002-01-01,Slow,Strong
354,Mega Banette,3,Marionette Pokémon,1,Ghost,None,1.2,13.0,1,Prankster,None,None,555.0,64.0,165.0,75.0,93.0,83.0,75.0,45.0,2002-01-01,Fast,Strong
355,Duskull,3,Requiem Pokémon,1,Ghost,None,0.8,15.0,2,Levitate,None,Frisk,295.0,20.0,40.0,90.0,30.0,90.0,25.0,190.0,2002-01-01,Slow,weak
356,Dusclops,3,Beckon Pokémon,1,Ghost,None,1.6,30.6,2,Pressure,None,Frisk,455.0,40.0,70.0,130.0,60.0,130.0,25.0,90.0,2002-01-01,Slow,Strong
357,Tropius,3,Fruit Pokémon,2,Grass,Flying,2.0,100.0,3,Chlorophyll,Solar Power,Harvest,460.0,99.0,68.0,83.0,72.0,87.0,51.0,200.0,2002-01-01,Slow,Strong
358,Chimecho,3,Wind Chime Pokémon,1,Psychic,None,0.6,1.0,1,Levitate,None,None,455.0,75.0,50.0,80.0,95.0,90.0,65.0,45.0,2002-01-01,Slow,Strong
359,Absol,3,Disaster Pokémon,1,Dark,None,1.2,47.0,3,Pressure,Super Luck,Justified,465.0,65.0,130.0,60.0,75.0,60.0,75.0,30.0,2002-01-01,Fast,Strong
359,Mega Absol,3,Disaster Pokémon,1,Dark,None,1.2,49.0,1,Magic Bounce,None,None,565.0,65.0,150.0,60.0,115.0,60.0,115.0,30.0,2002-01-01,Fast,Strong
360,Wynaut,3,Bright Pokémon,1,Psychic,None,0.6,14.0,2,Shadow Tag,None,Telepathy,260.0,95.0,23.0,48.0,23.0,48.0,23.0,125.0,2002-01-01,Slow,weak
361,Snorunt,3,Snow Hat Pokémon,1,Ice,None,0.7,16.8,3,Inner Focus,Ice Body,Moody,300.0,50.0,50.0,50.0,50.0,50.0,50.0,190.0,2002-01-01,Slow,weak
362,Glalie,3,Face Pokémon,1,Ice,None,1.5,256.5,3,Inner Focus,Ice Body,Moody,480.0,80.0,80.0,80.0,80.0,80.0,80.0,75.0,2002-01-01,Fast,Strong
362,Mega Glalie,3,Face Pokémon,1,Ice,None,2.1,350.2,1,Refrigerate,None,None,580.0,80.0,120.0,80.0,120.0,80.0,100.0,75.0,2002-01-01,Fast,Strong
363,Spheal,3,Clap Pokémon,2,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,290.0,70.0,40.0,50.0,55.0,50.0,25.0,255.0,2002-01-01,Slow,weak
364,Sealeo,3,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,410.0,90.0,60.0,70.0,75.0,70.0,45.0,120.0,2002-01-01,Slow,weak
365,Walrein,3,Ice Break Pokémon,2,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,530.0,110.0,80.0,90.0,95.0,90.0,65.0,45.0,2002-01-01,Slow,Strong
366,Clamperl,3,Bivalve Pokémon,1,Water,None,0.4,52.5,2,Shell Armor,None,Rattled,345.0,35.0,64.0,85.0,74.0,55.0,32.0,255.0,2002-01-01,Slow,weak
367,Huntail,3,Deep Sea Pokémon,1,Water,None,1.7,27.0,2,Swift Swim,None,Water Veil,485.0,55.0,104.0,105.0,94.0,75.0,52.0,60.0,2002-01-01,Slow,Strong
368,Gorebyss,3,South Sea Pokémon,1,Water,None,1.8,22.6,2,Swift Swim,None,Hydration,485.0,55.0,84.0,105.0,114.0,75.0,52.0,60.0,2002-01-01,Slow,Strong
369,Relicanth,3,Longevity Pokémon,2,Water,Rock,1.0,23.4,3,Swift Swim,Rock Head,Sturdy,485.0,100.0,90.0,130.0,45.0,65.0,55.0,25.0,2002-01-01,Slow,Strong
370,Luvdisc,3,Rendezvous Pokémon,1,Water,None,0.6,8.7,2,Swift Swim,None,Hydration,330.0,43.0,30.0,55.0,40.0,65.0,97.0,225.0,2002-01-01,Fast,weak
371,Bagon,3,Rock Head Pokémon,1,Dragon,None,0.6,42.1,2,Rock Head,None,Sheer Force,300.0,45.0,75.0,60.0,40.0,30.0,50.0,45.0,2002-01-01,Slow,weak
372,Shelgon,3,Endurance Pokémon,1,Dragon,None,1.1,110.5,2,Rock Head,None,Overcoat,420.0,65.0,95.0,100.0,60.0,50.0,50.0,45.0,2002-01-01,Slow,weak
373,Salamence,3,Dragon Pokémon,2,Dragon,Flying,1.5,102.6,2,Intimidate,None,Moxie,600.0,95.0,135.0,80.0,110.0,80.0,100.0,45.0,2002-01-01,Fast,Strong
373,Mega Salamence,3,Dragon Pokémon,2,Dragon,Flying,1.8,112.6,1,Aerilate,None,None,700.0,95.0,145.0,130.0,120.0,90.0,120.0,45.0,2002-01-01,Fast,Strong
374,Beldum,3,Iron Ball Pokémon,2,Steel,Psychic,0.6,95.2,2,Clear Body,None,Light Metal,300.0,40.0,55.0,80.0,35.0,60.0,30.0,3.0,2002-01-01,Slow,weak
375,Metang,3,Iron Claw Pokémon,2,Steel,Psychic,1.2,202.5,2,Clear Body,None,Light Metal,420.0,60.0,75.0,100.0,55.0,80.0,50.0,3.0,2002-01-01,Slow,weak
376,Metagross,3,Iron Leg Pokémon,2,Steel,Psychic,1.6,550.0,2,Clear Body,None,Light Metal,600.0,80.0,135.0,130.0,95.0,90.0,70.0,3.0,2002-01-01,Fast,Strong
376,Mega Metagross,3,Iron Leg Pokémon,2,Steel,Psychic,2.5,942.9,1,Tough Claws,None,None,700.0,80.0,145.0,150.0,105.0,110.0,110.0,3.0,2002-01-01,Fast,Strong
377,Regirock,3,Rock Peak Pokémon,1,Rock,None,1.7,230.0,2,Clear Body,None,Sturdy,580.0,80.0,100.0,200.0,50.0,100.0,50.0,3.0,2002-01-01,Slow,Strong
378,Regice,3,Iceberg Pokémon,1,Ice,None,1.8,175.0,2,Clear Body,None,Ice Body,580.0,80.0,50.0,100.0,100.0,200.0,50.0,3.0,2002-01-01,Slow,Strong
379,Registeel,3,Iron Pokémon,1,Steel,None,1.9,205.0,2,Clear Body,None,Light Metal,580.0,80.0,75.0,150.0,75.0,150.0,50.0,3.0,2002-01-01,Slow,Strong
380,Latias,3,Eon Pokémon,2,Dragon,Psychic,1.4,40.0,1,Levitate,None,None,600.0,80.0,80.0,90.0,110.0,130.0,110.0,3.0,2002-01-01,Fast,Strong
380,Mega Latias,3,Eon Pokémon,2,Dragon,Psychic,1.8,52.0,1,Levitate,None,None,700.0,80.0,100.0,120.0,140.0,150.0,110.0,3.0,2002-01-01,Fast,Strong
381,Latios,3,Eon Pokémon,2,Dragon,Psychic,2.0,60.0,1,Levitate,None,None,600.0,80.0,90.0,80.0,130.0,110.0,110.0,3.0,2002-01-01,Fast,Strong
381,Mega Latios,3,Eon Pokémon,2,Dragon,Psychic,2.3,70.0,1,Levitate,None,None,700.0,80.0,130.0,100.0,160.0,120.0,110.0,3.0,2002-01-01,Fast,Strong
382,Kyogre,3,Sea Basin Pokémon,1,Water,None,4.5,352.0,1,Drizzle,None,None,670.0,100.0,100.0,90.0,150.0,140.0,90.0,3.0,2002-01-01,Fast,Strong
382,Primal Kyogre,3,Sea Basin Pokémon,1,Water,None,9.8,430.0,1,Primordial Sea,None,None,770.0,100.0,150.0,90.0,180.0,160.0,90.0,5.0,2002-01-01,Fast,Strong
383,Groudon,3,Continent Pokémon,1,Ground,None,3.5,950.0,1,Drought,None,None,670.0,100.0,150.0,140.0,100.0,90.0,90.0,3.0,2002-01-01,Fast,Strong
383,Primal Groudon,3,Continent Pokémon,2,Ground,Fire,5.0,999.7,1,Desolate Land,None,None,770.0,100.0,180.0,160.0,150.0,90.0,90.0,5.0,2002-01-01,Fast,Strong
384,Rayquaza,3,Sky High Pokémon,2,Dragon,Flying,7.0,206.5,1,Air Lock,None,None,680.0,105.0,150.0,90.0,150.0,90.0,95.0,45.0,2002-01-01,Fast,Strong
384,Mega Rayquaza,3,Sky High Pokémon,2,Dragon,Flying,10.8,392.0,1,Delta Stream,None,None,780.0,105.0,180.0,100.0,180.0,100.0,115.0,3.0,2002-01-01,Fast,Strong
385,Jirachi,3,Wish Pokémon,2,Steel,Psychic,0.3,1.1,1,Serene Grace,None,None,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,2002-01-01,Fast,Strong
386,Deoxys Normal Forme,3,DNA Pokémon,1,Psychic,None,1.7,60.8,1,Pressure,None,None,600.0,50.0,150.0,50.0,150.0,50.0,150.0,3.0,2002-01-01,Fast,Strong
386,Deoxys Attack Forme,3,DNA Pokémon,1,Psychic,None,1.7,60.8,1,Pressure,None,None,600.0,50.0,180.0,20.0,180.0,20.0,150.0,3.0,2002-01-01,Fast,Strong
386,Deoxys Defense Forme,3,DNA Pokémon,1,Psychic,None,1.7,60.8,1,Pressure,None,None,600.0,50.0,70.0,160.0,70.0,160.0,90.0,3.0,2002-01-01,Fast,Strong
386,Deoxys Speed Forme,3,DNA Pokémon,1,Psychic,None,1.7,60.8,1,Pressure,None,None,600.0,50.0,95.0,90.0,95.0,90.0,180.0,3.0,2002-01-01,Fast,Strong
387,Turtwig,4,Tiny Leaf Pokémon,1,Grass,None,0.4,10.2,2,Overgrow,None,Shell Armor,318.0,55.0,68.0,64.0,45.0,55.0,31.0,45.0,2006-01-01,Slow,weak
388,Grotle,4,Grove Pokémon,1,Grass,None,1.1,97.0,2,Overgrow,None,Shell Armor,405.0,75.0,89.0,85.0,55.0,65.0,36.0,45.0,2006-01-01,Slow,weak
389,Torterra,4,Continent Pokémon,2,Grass,Ground,2.2,310.0,2,Overgrow,None,Shell Armor,525.0,95.0,109.0,105.0,75.0,85.0,56.0,45.0,2006-01-01,Slow,Strong
390,Chimchar,4,Chimp Pokémon,1,Fire,None,0.5,6.2,2,Blaze,None,Iron Fist,309.0,44.0,58.0,44.0,58.0,44.0,61.0,45.0,2006-01-01,Slow,weak
391,Monferno,4,Playful Pokémon,2,Fire,Fighting,0.9,22.0,2,Blaze,None,Iron Fist,405.0,64.0,78.0,52.0,78.0,52.0,81.0,45.0,2006-01-01,Fast,weak
392,Infernape,4,Flame Pokémon,2,Fire,Fighting,1.2,55.0,2,Blaze,None,Iron Fist,534.0,76.0,104.0,71.0,104.0,71.0,108.0,45.0,2006-01-01,Fast,Strong
393,Piplup,4,Penguin Pokémon,1,Water,None,0.4,5.2,2,Torrent,None,Defiant,314.0,53.0,51.0,53.0,61.0,56.0,40.0,45.0,2006-01-01,Slow,weak
394,Prinplup,4,Penguin Pokémon,1,Water,None,0.8,23.0,2,Torrent,None,Defiant,405.0,64.0,66.0,68.0,81.0,76.0,50.0,45.0,2006-01-01,Slow,weak
395,Empoleon,4,Emperor Pokémon,2,Water,Steel,1.7,84.5,2,Torrent,None,Defiant,530.0,84.0,86.0,88.0,111.0,101.0,60.0,45.0,2006-01-01,Slow,Strong
396,Starly,4,Starling Pokémon,2,Normal,Flying,0.3,2.0,2,Keen Eye,None,Reckless,245.0,40.0,55.0,30.0,30.0,30.0,60.0,255.0,2006-01-01,Slow,weak
397,Staravia,4,Starling Pokémon,2,Normal,Flying,0.6,15.5,2,Intimidate,None,Reckless,340.0,55.0,75.0,50.0,40.0,40.0,80.0,120.0,2006-01-01,Fast,weak
398,Staraptor,4,Predator Pokémon,2,Normal,Flying,1.2,24.9,2,Intimidate,None,Reckless,485.0,85.0,120.0,70.0,50.0,60.0,100.0,45.0,2006-01-01,Fast,Strong
399,Bidoof,4,Plump Mouse Pokémon,1,Normal,None,0.5,20.0,3,Simple,Unaware,Moody,250.0,59.0,45.0,40.0,35.0,40.0,31.0,255.0,2006-01-01,Slow,weak
400,Bibarel,4,Beaver Pokémon,2,Normal,Water,1.0,31.5,3,Simple,Unaware,Moody,410.0,79.0,85.0,60.0,55.0,60.0,71.0,127.0,2006-01-01,Fast,weak
401,Kricketot,4,Cricket Pokémon,1,Bug,None,0.3,2.2,2,Shed Skin,None,Run Away,194.0,37.0,25.0,41.0,25.0,41.0,25.0,255.0,2006-01-01,Slow,weak
402,Kricketune,4,Cricket Pokémon,1,Bug,None,1.0,25.5,2,Swarm,None,Technician,384.0,77.0,85.0,51.0,55.0,51.0,65.0,45.0,2006-01-01,Slow,weak
403,Shinx,4,Flash Pokémon,1,Electric,None,0.5,9.5,3,Rivalry,Intimidate,Guts,263.0,45.0,65.0,34.0,40.0,34.0,45.0,235.0,2006-01-01,Slow,weak
404,Luxio,4,Spark Pokémon,1,Electric,None,0.9,30.5,3,Rivalry,Intimidate,Guts,363.0,60.0,85.0,49.0,60.0,49.0,60.0,120.0,2006-01-01,Slow,weak
405,Luxray,4,Gleam Eyes Pokémon,1,Electric,None,1.4,42.0,3,Rivalry,Intimidate,Guts,523.0,80.0,120.0,79.0,95.0,79.0,70.0,45.0,2006-01-01,Fast,Strong
406,Budew,4,Bud Pokémon,2,Grass,Poison,0.2,1.2,3,Natural Cure,Poison Point,Leaf Guard,280.0,40.0,30.0,35.0,50.0,70.0,55.0,255.0,2006-01-01,Slow,weak
407,Roserade,4,Bouquet Pokémon,2,Grass,Poison,0.9,14.5,3,Natural Cure,Poison Point,Technician,515.0,60.0,70.0,65.0,125.0,105.0,90.0,75.0,2006-01-01,Fast,Strong
408,Cranidos,4,Head Butt Pokémon,1,Rock,None,0.9,31.5,2,Mold Breaker,None,Sheer Force,350.0,67.0,125.0,40.0,30.0,30.0,58.0,45.0,2006-01-01,Slow,weak
409,Rampardos,4,Head Butt Pokémon,1,Rock,None,1.6,102.5,2,Mold Breaker,None,Sheer Force,495.0,97.0,165.0,60.0,65.0,50.0,58.0,45.0,2006-01-01,Slow,Strong
410,Shieldon,4,Shield Pokémon,2,Rock,Steel,0.5,57.0,2,Sturdy,None,Soundproof,350.0,30.0,42.0,118.0,42.0,88.0,30.0,45.0,2006-01-01,Slow,weak
411,Bastiodon,4,Shield Pokémon,2,Rock,Steel,1.3,149.5,2,Sturdy,None,Soundproof,495.0,60.0,52.0,168.0,47.0,138.0,30.0,45.0,2006-01-01,Slow,Strong
412,Burmy,4,Bagworm Pokémon,1,Bug,None,0.2,3.4,2,Shed Skin,None,Overcoat,224.0,40.0,29.0,45.0,29.0,45.0,36.0,120.0,2006-01-01,Slow,weak
413,Wormadam Plant Cloak,4,Bagworm Pokémon,2,Bug,Grass,0.5,6.5,2,Anticipation,None,Overcoat,424.0,60.0,59.0,85.0,79.0,105.0,36.0,45.0,2006-01-01,Slow,weak
413,Wormadam Sandy Cloak,4,Bagworm Pokémon,2,Bug,Ground,0.5,6.5,2,Anticipation,None,Overcoat,424.0,60.0,79.0,105.0,59.0,85.0,36.0,45.0,2006-01-01,Slow,weak
413,Wormadam Trash Cloak,4,Bagworm Pokémon,2,Bug,Steel,0.5,6.5,2,Anticipation,None,Overcoat,424.0,60.0,69.0,95.0,69.0,95.0,36.0,45.0,2006-01-01,Slow,weak
414,Mothim,4,Moth Pokémon,2,Bug,Flying,0.9,23.3,2,Swarm,None,Tinted Lens,424.0,70.0,94.0,50.0,94.0,50.0,66.0,45.0,2006-01-01,Slow,weak
415,Combee,4,Tiny Bee Pokémon,2,Bug,Flying,0.3,5.5,2,Honey Gather,None,Hustle,244.0,30.0,30.0,42.0,30.0,42.0,70.0,120.0,2006-01-01,Fast,weak
416,Vespiquen,4,Beehive Pokémon,2,Bug,Flying,1.2,38.5,2,Pressure,None,Unnerve,474.0,70.0,80.0,102.0,80.0,102.0,40.0,45.0,2006-01-01,Slow,Strong
417,Pachirisu,4,EleSquirrel Pokémon,1,Electric,None,0.4,3.9,3,Run Away,Pickup,Volt Absorb,405.0,60.0,45.0,70.0,45.0,90.0,95.0,200.0,2006-01-01,Fast,weak
418,Buizel,4,Sea Weasel Pokémon,1,Water,None,0.7,29.5,2,Swift Swim,None,Water Veil,330.0,55.0,65.0,35.0,60.0,30.0,85.0,190.0,2006-01-01,Fast,weak
419,Floatzel,4,Sea Weasel Pokémon,1,Water,None,1.1,33.5,2,Swift Swim,None,Water Veil,495.0,85.0,105.0,55.0,85.0,50.0,115.0,75.0,2006-01-01,Fast,Strong
420,Cherubi,4,Cherry Pokémon,1,Grass,None,0.4,3.3,1,Chlorophyll,None,None,275.0,45.0,35.0,45.0,62.0,53.0,35.0,190.0,2006-01-01,Slow,weak
421,Cherrim,4,Blossom Pokémon,1,Grass,None,0.5,9.3,1,Flower Gift,None,None,450.0,70.0,60.0,70.0,87.0,78.0,85.0,75.0,2006-01-01,Fast,Strong
422,Shellos,4,Sea Slug Pokémon,1,Water,None,0.3,6.3,3,Sticky Hold,Storm Drain,Sand Force,325.0,76.0,48.0,48.0,57.0,62.0,34.0,190.0,2006-01-01,Slow,weak
423,Gastrodon,4,Sea Slug Pokémon,2,Water,Ground,0.9,29.9,3,Sticky Hold,Storm Drain,Sand Force,475.0,111.0,83.0,68.0,92.0,82.0,39.0,75.0,2006-01-01,Slow,Strong
424,Ambipom,4,Long Tail Pokémon,1,Normal,None,1.2,20.3,3,Technician,Pickup,Skill Link,482.0,75.0,100.0,66.0,60.0,66.0,115.0,45.0,2006-01-01,Fast,Strong
425,Drifloon,4,Balloon Pokémon,2,Ghost,Flying,0.4,1.2,3,Aftermath,Unburden,Flare Boost,348.0,90.0,50.0,34.0,60.0,44.0,70.0,125.0,2006-01-01,Fast,weak
426,Drifblim,4,Blimp Pokémon,2,Ghost,Flying,1.2,15.0,3,Aftermath,Unburden,Flare Boost,498.0,150.0,80.0,44.0,90.0,54.0,80.0,60.0,2006-01-01,Fast,Strong
427,Buneary,4,Rabbit Pokémon,1,Normal,None,0.4,5.5,3,Run Away,Klutz,Limber,350.0,55.0,66.0,44.0,44.0,56.0,85.0,190.0,2006-01-01,Fast,weak
428,Lopunny,4,Rabbit Pokémon,1,Normal,None,1.2,33.3,3,Cute Charm,Klutz,Limber,480.0,65.0,76.0,84.0,54.0,96.0,105.0,60.0,2006-01-01,Fast,Strong
428,Mega Lopunny,4,Rabbit Pokémon,2,Normal,Fighting,1.3,28.3,1,Scrappy,None,None,580.0,65.0,136.0,94.0,54.0,96.0,135.0,60.0,2006-01-01,Fast,Strong
429,Mismagius,4,Magical Pokémon,1,Ghost,None,0.9,4.4,1,Levitate,None,None,495.0,60.0,60.0,60.0,105.0,105.0,105.0,45.0,2006-01-01,Fast,Strong
430,Honchkrow,4,Big Boss Pokémon,2,Dark,Flying,0.9,27.3,3,Insomnia,Super Luck,Moxie,505.0,100.0,125.0,52.0,105.0,52.0,71.0,30.0,2006-01-01,Fast,Strong
431,Glameow,4,Catty Pokémon,1,Normal,None,0.5,3.9,3,Limber,Own Tempo,Keen Eye,310.0,49.0,55.0,42.0,42.0,37.0,85.0,190.0,2006-01-01,Fast,weak
432,Purugly,4,Tiger Cat Pokémon,1,Normal,None,1.0,43.8,3,Thick Fat,Own Tempo,Defiant,452.0,71.0,82.0,64.0,64.0,59.0,112.0,75.0,2006-01-01,Fast,Strong
433,Chingling,4,Bell Pokémon,1,Psychic,None,0.2,0.6,1,Levitate,None,None,285.0,45.0,30.0,50.0,65.0,50.0,45.0,120.0,2006-01-01,Slow,weak
434,Stunky,4,Skunk Pokémon,2,Poison,Dark,0.4,19.2,3,Stench,Aftermath,Keen Eye,329.0,63.0,63.0,47.0,41.0,41.0,74.0,225.0,2006-01-01,Fast,weak
435,Skuntank,4,Skunk Pokémon,2,Poison,Dark,1.0,38.0,3,Stench,Aftermath,Keen Eye,479.0,103.0,93.0,67.0,71.0,61.0,84.0,60.0,2006-01-01,Fast,Strong
436,Bronzor,4,Bronze Pokémon,2,Steel,Psychic,0.5,60.5,3,Levitate,Heatproof,Heavy Metal,300.0,57.0,24.0,86.0,24.0,86.0,23.0,255.0,2006-01-01,Slow,weak
437,Bronzong,4,Bronze Bell Pokémon,2,Steel,Psychic,1.3,187.0,3,Levitate,Heatproof,Heavy Metal,500.0,67.0,89.0,116.0,79.0,116.0,33.0,90.0,2006-01-01,Slow,Strong
438,Bonsly,4,Bonsai Pokémon,1,Rock,None,0.5,15.0,3,Sturdy,Rock Head,Rattled,290.0,50.0,80.0,95.0,10.0,45.0,10.0,255.0,2006-01-01,Slow,weak
439,Mime Jr.,4,Mime Pokémon,2,Psychic,Fairy,0.6,13.0,3,Soundproof,Filter,Technician,310.0,20.0,25.0,45.0,70.0,90.0,60.0,145.0,2006-01-01,Slow,weak
440,Happiny,4,Playhouse Pokémon,1,Normal,None,0.6,24.4,3,Natural Cure,Serene Grace,Friend Guard,220.0,100.0,5.0,5.0,15.0,65.0,30.0,130.0,2006-01-01,Slow,weak
441,Chatot,4,Music Note Pokémon,2,Normal,Flying,0.5,1.9,3,Keen Eye,Tangled Feet,Big Pecks,411.0,76.0,65.0,45.0,92.0,42.0,91.0,30.0,2006-01-01,Fast,weak
442,Spiritomb,4,Forbidden Pokémon,2,Ghost,Dark,1.0,108.0,2,Pressure,None,Infiltrator,485.0,50.0,92.0,108.0,92.0,108.0,35.0,100.0,2006-01-01,Slow,Strong
443,Gible,4,Land Shark Pokémon,2,Dragon,Ground,0.7,20.5,2,Sand Veil,None,Rough Skin,300.0,58.0,70.0,45.0,40.0,45.0,42.0,45.0,2006-01-01,Slow,weak
444,Gabite,4,Cave Pokémon,2,Dragon,Ground,1.4,56.0,2,Sand Veil,None,Rough Skin,410.0,68.0,90.0,65.0,50.0,55.0,82.0,45.0,2006-01-01,Fast,weak
445,Garchomp,4,Mach Pokémon,2,Dragon,Ground,1.9,95.0,2,Sand Veil,None,Rough Skin,600.0,108.0,130.0,95.0,80.0,85.0,102.0,45.0,2006-01-01,Fast,Strong
445,Mega Garchomp,4,Mach Pokémon,2,Dragon,Ground,1.9,95.0,1,Sand Force,None,None,700.0,108.0,170.0,115.0,120.0,95.0,92.0,45.0,2006-01-01,Fast,Strong
446,Munchlax,4,Big Eater Pokémon,1,Normal,None,0.6,105.0,3,Pickup,Thick Fat,Gluttony,390.0,135.0,85.0,40.0,40.0,85.0,5.0,50.0,2006-01-01,Slow,weak
447,Riolu,4,Emanation Pokémon,1,Fighting,None,0.7,20.2,3,Steadfast,Inner Focus,Prankster,285.0,40.0,70.0,40.0,35.0,40.0,60.0,75.0,2006-01-01,Slow,weak
448,Lucario,4,Aura Pokémon,2,Fighting,Steel,1.2,54.0,3,Steadfast,Inner Focus,Justified,525.0,70.0,110.0,70.0,115.0,70.0,90.0,45.0,2006-01-01,Fast,Strong
448,Mega Lucario,4,Aura Pokémon,2,Fighting,Steel,1.3,57.5,1,Adaptability,None,None,625.0,70.0,145.0,88.0,140.0,70.0,112.0,45.0,2006-01-01,Fast,Strong
449,Hippopotas,4,Hippo Pokémon,1,Ground,None,0.8,49.5,2,Sand Stream,None,Sand Force,330.0,68.0,72.0,78.0,38.0,42.0,32.0,140.0,2006-01-01,Slow,weak
450,Hippowdon,4,Heavyweight Pokémon,1,Ground,None,2.0,300.0,2,Sand Stream,None,Sand Force,525.0,108.0,112.0,118.0,68.0,72.0,47.0,60.0,2006-01-01,Slow,Strong
451,Skorupi,4,Scorpion Pokémon,2,Poison,Bug,0.8,12.0,3,Battle Armor,Sniper,Keen Eye,330.0,40.0,50.0,90.0,30.0,55.0,65.0,120.0,2006-01-01,Slow,weak
452,Drapion,4,Ogre Scorp Pokémon,2,Poison,Dark,1.3,61.5,3,Battle Armor,Sniper,Keen Eye,500.0,70.0,90.0,110.0,60.0,75.0,95.0,45.0,2006-01-01,Fast,Strong
453,Croagunk,4,Toxic Mouth Pokémon,2,Poison,Fighting,0.7,23.0,3,Anticipation,Dry Skin,Poison Touch,300.0,48.0,61.0,40.0,61.0,40.0,50.0,140.0,2006-01-01,Slow,weak
454,Toxicroak,4,Toxic Mouth Pokémon,2,Poison,Fighting,1.3,44.4,3,Anticipation,Dry Skin,Poison Touch,490.0,83.0,106.0,65.0,86.0,65.0,85.0,75.0,2006-01-01,Fast,Strong
455,Carnivine,4,Bug Catcher Pokémon,1,Grass,None,1.4,27.0,1,Levitate,None,None,454.0,74.0,100.0,72.0,90.0,72.0,46.0,200.0,2006-01-01,Slow,Strong
456,Finneon,4,Wing Fish Pokémon,1,Water,None,0.4,7.0,3,Swift Swim,Storm Drain,Water Veil,330.0,49.0,49.0,56.0,49.0,61.0,66.0,190.0,2006-01-01,Slow,weak
457,Lumineon,4,Neon Pokémon,1,Water,None,1.2,24.0,3,Swift Swim,Storm Drain,Water Veil,460.0,69.0,69.0,76.0,69.0,86.0,91.0,75.0,2006-01-01,Fast,Strong
458,Mantyke,4,Kite Pokémon,2,Water,Flying,1.0,65.0,3,Swift Swim,Water Absorb,Water Veil,345.0,45.0,20.0,50.0,60.0,120.0,50.0,25.0,2006-01-01,Slow,weak
